         87054601 function calls (85851824 primitive calls) in 16.283 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      144    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        2    0.000    0.000    0.002    0.001 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sysconfigdata__linux_x86_64-linux-gnu.py:1(<module>)
        1    0.000    0.000    0.001    0.001 base.py:278(Index)
      100    0.000    0.000    0.003    0.000 typing.py:692(Optional)
        2    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
      314    0.000    0.000    0.003    0.000 __init__.py:178(sub)
      167    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
       11    0.000    0.000    0.352    0.032 api.py:1(<module>)
      113    0.000    0.000    0.000    0.000 inspect.py:167(get_annotations)
       76    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
      670    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
      679    0.000    0.000    0.000    0.000 _parser.py:166(__setitem__)
      814    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
      311    0.000    0.000    0.000    0.000 types.py:164(__init__)
       90    0.000    0.000    0.017    0.000 <frozen importlib._bootstrap_external>:1231(create_module)
        3    0.000    0.000    0.000    0.000 expr.py:283(disallowed)
       91    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
      117    0.000    0.000    0.000    0.000 enum.py:913(_check_for_existing_members_)
       78    0.000    0.000    0.000    0.000 enum.py:959(_find_data_type_)
     1613    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      468    0.000    0.000    0.000    0.000 memtypes.py:265(DIV)
      126    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        8    0.000    0.000    0.000    0.000 {built-in method io.open}
      118    0.000    0.000    0.000    0.000 inspect.py:735(unwrap)
      469    0.000    0.000    0.000    0.000 opcodes.py:186(push_len)
      656    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
      120    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      389    0.000    0.000    0.000    0.000 typing.py:2588(final)
     1440    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
     1334    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
        8    0.000    0.000    0.010    0.001 utils.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       82    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
       56    0.000    0.000    0.001    0.000 typing.py:1614(__getitem__)
      388    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      126    0.000    0.000    0.000    0.000 expr.py:192(<genexpr>)
      128    0.000    0.000    0.000    0.000 _parser.py:222(__init__)
       89    0.000    0.000    0.000    0.000 _compiler.py:465(_get_charset_prefix)
       17    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
      589    0.000    0.000    0.000    0.000 _parser.py:79(groups)
       39    0.000    0.000    0.000    0.000 enum.py:987(_find_new_)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
       31    0.000    0.000    0.001    0.000 typing.py:1772(__class_getitem__)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
      670    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1667    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        3    0.000    0.000    0.073    0.024 generic.py:1(<module>)
     1942    0.000    0.000    0.000    0.000 inspect.py:2729(name)
        1    0.000    0.000    0.001    0.001 accessor.py:147(StringMethods)
    90/61    0.000    0.000    0.056    0.001 <frozen importlib._bootstrap_external>:1239(exec_module)
        1    0.000    0.000    0.002    0.002 _add_newdocs.py:1(<module>)
      315    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      235    0.000    0.000    0.000    0.000 opcodes.py:129(is_invalid)
        6    0.000    0.000    0.000    0.000 numeric.py:2531(extend_all)
      311    0.000    0.000    0.000    0.000 enum.py:220(__set_name__)
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
       39    0.000    0.000    0.001    0.000 enum.py:451(__prepare__)
        1    0.000    0.000    0.007    0.007 _typing.py:1(<module>)
        3    0.000    0.000    0.001    0.000 dataclasses.py:885(_process_class)
      386    0.000    0.000    0.001    0.000 typing.py:1535(<genexpr>)
       88    0.000    0.000    0.001    0.000 tac_cfg.py:810(<listcomp>)
      916    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
     1862    0.000    0.000    0.000    0.000 inspect.py:2741(kind)
       52    0.000    0.000    0.000    0.000 core.py:887(__init__)
      479    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        3    0.000    0.000    0.006    0.002 datetimes.py:1(<module>)
      607    0.000    0.000    0.000    0.000 _decorators.py:314(<lambda>)
       37    0.000    0.000    0.000    0.000 _parser.py:265(getuntil)
      117    0.000    0.000    0.005    0.000 inspect.py:3016(from_callable)
       59    0.000    0.000    0.000    0.000 _decorators.py:467(__call__)
      339    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.002    0.002 fromnumeric.py:1(<module>)
       78    0.000    0.000    0.000    0.000 enum.py:923(_get_mixins_)
        1    0.000    0.000    0.001    0.001 expr.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:210(MultiIndex)
        1    0.000    0.000    0.001    0.001 constant.py:1(<module>)
        1    0.000    0.000    0.003    0.003 socket.py:1(<module>)
      152    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      119    0.000    0.000    0.000    0.000 extension.py:35(_inherit_from_data)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7f4a6fd75e40}
       15    0.000    0.000    0.001    0.000 typing.py:701(Literal)
      252    0.000    0.000    0.000    0.000 _compiler.py:568(isstring)
        1    0.000    0.000    0.014    0.014 multiarray.py:1(<module>)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
      647    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       24    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:55(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.001    0.001 config_init.py:1(<module>)
        1    0.000    0.000    0.001    0.001 groupby.py:845(GroupBy)
      670    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1122(get_filename)
      772    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        1    0.000    0.000    0.000    0.000 _datasource.py:196(DataSource)
        1    0.000    0.000   16.284   16.284 example_reentrancy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stata.py:821(StataMissingValue)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
1047/1046    0.000    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      216    0.000    0.000    0.000    0.000 typing.py:891(__hash__)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.011    0.011 cursor.py:1128(_refresh)
        1    0.000    0.000    0.002    0.002 mongo_client.py:132(__init__)
        1    0.000    0.000    0.000    0.000 {method 'connect' of '_socket.socket' objects}
      126    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      117    0.000    0.000    0.005    0.000 inspect.py:3270(signature)
        1    0.000    0.000    0.000    0.000 base.py:112(ExtensionArray)
        2    0.000    0.000    0.003    0.002 shape_base.py:1(<module>)
        2    0.000    0.000    0.006    0.003 categorical.py:1(<module>)
     2102    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
      167    0.000    0.000    0.001    0.000 _parser.py:94(closegroup)
      397    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
        3    0.000    0.000    0.004    0.001 readers.py:1(<module>)
        3    0.000    0.000    0.005    0.002 request.py:1(<module>)
      399    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:790(_DomainCheckInterval)
        1    0.000    0.000    0.002    0.002 linalg.py:1(<module>)
      398    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      396    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      436    0.000    0.000    0.000    0.000 memtypes.py:316(LT)
        3    0.000    0.000    0.010    0.003 message.py:1(<module>)
        1    0.000    0.000    0.009    0.009 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:81(TimedeltaArray)
        1    0.000    0.000    0.008    0.008 series.py:1(<module>)
      670    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
      321    0.000    0.000    0.000    0.000 memtypes.py:255(MUL)
        2    0.000    0.000    0.003    0.001 datetimelike.py:1(<module>)
      149    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.013    0.013 tz.py:1(<module>)
        2    0.000    0.000    0.008    0.004 interval.py:1(<module>)
       12    0.000    0.000    0.000    0.000 name.py:879(from_text)
      135    0.000    0.000    0.045    0.000 __init__.py:225(compile)
       50    0.000    0.000    0.000    0.000 _internal.py:870(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.040    0.040 frame.py:1(<module>)
        2    0.000    0.000    0.001    0.001 pytables.py:1(<module>)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        3    0.000    0.000    0.002    0.001 ops.py:1(<module>)
       41    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:62(<genexpr>)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       26    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.001    0.001 categorical.py:255(Categorical)
        2    0.000    0.000    0.002    0.001 pickle.py:1(<module>)
      129    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
      192    0.000    0.000    0.000    0.000 typing.py:266(_check_generic)
        1    0.000    0.000    0.000    0.000 range.py:66(RangeIndex)
       79    0.000    0.000    0.001    0.000 inspect.py:3032(replace)
      166    0.000    0.000    0.000    0.000 doc.py:11(create_section_header)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:373(<dictcomp>)
        2    0.000    0.000    0.003    0.002 format.py:1(<module>)
        1    0.000    0.000    0.002    0.002 extras.py:1(<module>)
       14    0.000    0.000    0.002    0.000 core.py:114(doc_note)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:845(SSLObject)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        1    0.000    0.000    0.000    0.000 status_codes.py:109(_init)
        7    0.000    0.000    0.000    0.000 __init__.py:336(__init__)
       56    0.000    0.000    0.001    0.000 typing.py:932(__init__)
       12    0.000    0.000    0.000    0.000 datetime.py:592(__new__)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      235    0.000    0.000    0.000    0.000 opcodes.py:104(op_pc_gap)
       79    0.000    0.000    0.001    0.000 config.py:773(inner)
        1    0.000    0.000    0.001    0.001 npyio.py:1(<module>)
        2    0.000    0.000    0.005    0.003 array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collection.py:113(Collection)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
       50    0.000    0.000    0.001    0.000 core.py:130(get_object_signature)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1606(_ip_int_from_string)
        1    0.000    0.000    0.001    0.001 nanops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dh.py:145(DHParameters)
      211    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
      347    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       20    0.000    0.000    0.000    0.000 getlimits.py:648(__init__)
        9    0.000    0.000    0.000    0.000 accessor.py:58(_add_delegate_accessors)
      132    0.000    0.000    0.000    0.000 expr.py:181(<genexpr>)
        1    0.000    0.000    0.003    0.003 groupby.py:1(<module>)
       52    0.000    0.000    0.000    0.000 common.py:39(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 frequencies.py:1(<module>)
       18    0.000    0.000    0.000    0.000 base.py:494(find)
      126    0.000    0.000    0.000    0.000 _parser.py:73(__init__)
       35    0.000    0.000    0.000    0.000 typing.py:1496(__mro_entries__)
        1    0.000    0.000    0.000    0.000 auth.py:76(HTTPBasicAuth)
        2    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
      613    0.000    0.000    0.000    0.000 enum.py:1125(__init__)
       52    0.000    0.000    0.000    0.000 accessor.py:118(_forbid_nonstring_types)
      257    0.000    0.000    0.000    0.000 _decorators.py:371(doc)
        1    0.000    0.000    0.001    0.001 blocks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 period.py:1(<module>)
       11    0.000    0.000    0.000    0.000 typing.py:2013(__init_subclass__)
        8    0.000    0.000    0.000    0.000 sysconfig.py:244(_subst_vars)
        1    0.000    0.000    0.000    0.000 algorithms.py:217(SM4)
        2    0.000    0.000    0.001    0.001 _strptime.py:173(__init__)
        1    0.000    0.000    0.006    0.006 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
       14    0.000    0.000    0.000    0.000 extension.py:128(wrapper)
      227    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
       62    0.000    0.000    0.000    0.000 accessor.py:78(_create_delegator_property)
        2    0.000    0.000    0.000    0.000 construction.py:1(<module>)
       31    0.000    0.000    0.000    0.000 contextlib.py:257(contextmanager)
       44    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       36    0.000    0.000    0.000    0.000 docstrings.py:7(make_flex_doc)
